,Name,Actual Price,Sale Price,Discount %,Rating,Number of Reviews,Category,Sub-Category,Brand
117,Red Mercury Glass Candle Holder,31.99,15.99,50.0,5.0,2,Candle Holders,Red Mercury Glass Candle Holder,Hobby Lobby
118,Green Advent Wreath Metal Form,4.99,2.49,50.0,5.0,2,Candle Rings,Green Advent Wreath Metal Form,Hobby Lobby
119,Red & White Striped Bow,11.99,5.99,50.0,0.0,0,Bows,Red & White Striped Bow,Hobby Lobby
120,Merry & Bright Decorative Wood Ladder,3.99,1.99,50.0,0.0,0,Mini Accessories,Merry & Bright Decorative Wood Ladder,My Little Christmas
121,Merry Christmas Decorative Wood Ladder,3.99,1.99,50.0,0.0,0,Mini Accessories,Merry Christmas Decorative Wood Ladder,My Little Christmas
122,Glitter Mesh Bow,5.99,2.99,50.0,0.0,0,Bows,Glitter Mesh Bow,Hobby Lobby
123,Buffalo Check Wired Edge Ribbon,7.99,3.99,50.0,0.0,0,Ribbon,Buffalo Check Wired Edge Ribbon,Hobby Lobby
124,White Blank Ball Ornaments,9.99,4.99,50.0,0.0,0,Craft Ornaments,White Blank Ball Ornaments,Brother Sister Design Studio
125,Taper Candles,7.99,3.99,50.0,1.0,1,Candles,Taper Candles,Hobby Lobby
126,"Metallic Mesh Wired Edge Ribbon - 10""",10.99,5.49,50.0,0.0,0,Deco Mesh,"Metallic Mesh Wired Edge Ribbon - 10""",Robert Stanley
127,"Natural Snowdrift Striped Deco Mesh Ribbon - 10""",9.99,4.99,50.0,0.0,0,Deco Mesh,"Natural Snowdrift Striped Deco Mesh Ribbon - 10""",Hobby Lobby
128,"Tinsel Lattice Ribbon - 4""",12.99,6.49,50.0,0.0,0,Ribbon,"Tinsel Lattice Ribbon - 4""",Robert Stanley
129,Red Mercury Glass Candle Holder,31.99,15.99,50.0,5.0,2,Candle Holders,Red Mercury Glass Candle Holder,Hobby Lobby
130,Green Advent Wreath Metal Form,4.99,2.49,50.0,5.0,2,Candle Rings,Green Advent Wreath Metal Form,Hobby Lobby
131,Red & White Striped Bow,11.99,5.99,50.0,0.0,0,Bows,Red & White Striped Bow,Hobby Lobby
132,Red Hot Cinnamon Pillar Candle,9.99,4.99,50.0,5.0,1,Candles,Red Hot Cinnamon Pillar Candle,DD
133,Christmas Tree Wood Decor,1.99,0.99,50.0,0.0,0,Craft Supplies,Christmas Tree Wood Decor,Brother Sister Design Studio
134,Merry Christmas Wood Wall Decor,2.49,1.24,50.0,0.0,0,Craft Ornaments,Merry Christmas Wood Wall Decor,Brother Sister Design Studio
135,Jingle Bells,6.99,3.49,50.0,5.0,1,Christmas Bells,Jingle Bells,Brother Sister Design Studio
136,Owl Pick,6.99,3.49,50.0,4.8,4,Tree Picks,Owl Pick,Hobby Lobby
137,Merry Christmas Banner Metal Wall Decor,8.99,4.49,50.0,0.0,0,Wreath Embellishments,Merry Christmas Banner Metal Wall Decor,Hobby Lobby
138,Christmas Tree Wood Wall Decor,6.49,3.24,50.0,0.0,0,Craft Supplies,Christmas Tree Wood Wall Decor,Brother Sister Design Studio
139,Christmas Dot Confetti,2.99,1.49,50.0,0.0,0,Craft Supplies,Christmas Dot Confetti,Brother Sister Design Studio
140,Canadian Pine Stems ,2.99,1.49,50.0,5.0,1,Craft Supplies,Canadian Pine Stems,Brother Sister Design Studio
141,"Crinkle Wired Edge Sheer Ribbon - 4 3/4""",12.99,6.49,50.0,5.0,3,Ribbon,"Crinkle Wired Edge Sheer Ribbon - 4 3/4""",Robert Stanley
142,Ultra Slim Cashmere Bristol Pine Pre-Lit Christmas Tree - 9',329.98,164.99,50.0,2.1,14,8-9 Feet,Ultra Slim Cashmere Bristol Pine Pre-Lit Christmas Tree - 9',Hobby Lobby
143,Yuletide Pine Pre-Lit Christmas Tree - 4.5',139.98,69.99,50.0,3.7,3,Under 6 Feet,Yuletide Pine Pre-Lit Christmas Tree - 4.5',Hobby Lobby
144,Mini Christmas Presents,2.99,1.49,50.0,0.0,0,Craft Supplies,Mini Christmas Presents,Brother Sister Design Studio
145,Flocked Alpine Pre-Lit Christmas Tree - 5',119.98,59.99,50.0,3.3,6,Under 6 Feet,Flocked Alpine Pre-Lit Christmas Tree - 5',Hobby Lobby
146,Yuletide Pine Pre-Lit Christmas Tree - 12',1199.98,599.99,50.0,1.8,30,10-12 Feet,Yuletide Pine Pre-Lit Christmas Tree - 12',Hobby Lobby
147,Richland Fir Pre-Lit Christmas Tree – 9’,599.98,299.99,50.0,4.5,2,8-9 Feet,Richland Fir Pre-Lit Christmas Tree – 9’,Hobby Lobby
148,Slim Sedona Fir Pre-Lit Christmas Tree - 7.5',269.98,134.99,50.0,5.0,2,7- 7.5 Feet,Slim Sedona Fir Pre-Lit Christmas Tree - 7.5',Hobby Lobby
149,Potted Evergreen Pre-Lit Christmas Tree - 4.5',139.98,69.99,50.0,5.0,2,Under 6 Feet,Potted Evergreen Pre-Lit Christmas Tree - 4.5',Hobby Lobby
150,Flocked Monarch Pine Pre-Lit Christmas Tree - 4.5',119.98,59.99,50.0,5.0,1,Under 6 Feet,Flocked Monarch Pine Pre-Lit Christmas Tree - 4.5',Hobby Lobby
151,Flocked Monarch Pine Pre-Lit Christmas Tree - 3.5',79.98,39.99,50.0,0.0,0,Under 6 Feet,Flocked Monarch Pine Pre-Lit Christmas Tree - 3.5',Hobby Lobby
152,Snow Pine Needle Christmas Tree - 3',79.98,39.99,50.0,5.0,1,Under 6 Feet,Snow Pine Needle Christmas Tree - 3',Hobby Lobby
153,Flocked Edgewood Pine Pre-Lit Christmas Tree - 7.5',399.98,199.99,50.0,4.4,9,7- 7.5 Feet,Flocked Edgewood Pine Pre-Lit Christmas Tree - 7.5',Hobby Lobby
154,Narrow Flocked Monterey Pine Pre-Lit Christmas Tree - 7.5',379.98,189.99,50.0,5.0,2,7- 7.5 Feet,Narrow Flocked Monterey Pine Pre-Lit Christmas Tree - 7.5',Hobby Lobby
